tract_num,fips,qualifying name,total population:.9,total population: white alone,total population: black or african american alone,total population: american indian and alaska native alone,total population: asian alone,total population: native hawaiian and other pacific islander alone,total population: some other race alone,total population: two or more races,% total population: white alone,% total population: black or african american alone,% total population: american indian and alaska native alone,% total population: asian alone,% total population: native hawaiian and other pacific islander alone,% total population: some other race alone,% total population: two or more races,total population.2,total population: not hispanic or latino,total population: not hispanic or latino: white alone,total population: not hispanic or latino: black or african american alone,total population: not hispanic or latino: american indian and alaska native alone,total population: not hispanic or latino: asian alone,total population: not hispanic or latino: native hawaiian and other pacific islander alone,total population: not hispanic or latino: some other race alone,total population: not hispanic or latino: two or more races,total population: hispanic or latino,total population: hispanic or latino: white alone,total population: hispanic or latino: black or african american alone,total population: hispanic or latino: american indian and alaska native alone,total population: hispanic or latino: asian alone,total population: hispanic or latino: native hawaiian and other pacific islander alone,total population: hispanic or latino: some other race alone,total population: hispanic or latino: two or more races,% total population: not hispanic or latino,% total population: not hispanic or latino: white alone,% total population: not hispanic or latino: black or african american alone,% total population: not hispanic or latino: american indian and alaska native alone,% total population: not hispanic or latino: asian alone,% total population: not hispanic or latino: native hawaiian and other pacific islander alone,% total population: not hispanic or latino: some other race alone,% total population: not hispanic or latino: two or more races,% total population: hispanic or latino,% total population: hispanic or latino: white alone,% total population: hispanic or latino: black or african american alone,% total population: hispanic or latino: american indian and alaska native alone,% total population: hispanic or latino: asian alone,% total population: hispanic or latino: native hawaiian and other pacific islander alone,% total population: hispanic or latino: some other race alone,% total population: hispanic or latino: two or more races
8400,17031840000,8400,2713,1524,0,0,868,0,240,81,56.17,0.0,0.0,31.99,0.0,8.85,2.99,2713,2346,1410,0,0,868,0,0,68,367,114,0,0,0,0,240,13,86.47,51.97,0.0,0.0,31.99,0.0,0.0,2.51,13.53,4.2,0.0,0.0,0.0,0.0,8.85,0.48
8400,17031840000,8400,2713,1524,0,0,868,0,240,81,56.17,0.0,0.0,31.99,0.0,8.85,2.99,2713,2346,1410,0,0,868,0,0,68,367,114,0,0,0,0,240,13,86.47,51.97,0.0,0.0,31.99,0.0,0.0,2.51,13.53,4.2,0.0,0.0,0.0,0.0,8.85,0.48
8403,17031840300,8403,4034,2162,90,68,740,0,830,144,53.59,2.23,1.69,18.34,0.0,20.58,3.57,4034,1258,427,78,28,725,0,0,0,2776,1735,12,40,15,0,830,144,31.18,10.59,1.93,0.69,17.97,0.0,0.0,0.0,68.82,43.01,0.3,0.99,0.37,0.0,20.58,3.57
8402,17031840200,8402,2517,794,14,0,1383,43,237,46,31.55,0.56,0.0,54.95,1.71,9.42,1.83,2517,1978,492,14,0,1383,43,0,46,539,302,0,0,0,0,237,0,78.59,19.55,0.56,0.0,54.95,1.71,0.0,1.83,21.41,12.0,0.0,0.0,0.0,0.0,9.42,0.0
8411,17031841100,8411,7011,450,295,0,5953,33,0,280,6.42,4.21,0.0,84.91,0.47,0.0,3.99,7011,6968,407,295,0,5953,33,0,280,43,43,0,0,0,0,0,0,99.39,5.81,4.21,0.0,84.91,0.47,0.0,3.99,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0
8412,17031841200,8412,5792,3148,229,0,13,0,2318,84,54.35,3.95,0.0,0.22,0.0,40.02,1.45,5792,668,449,193,0,13,0,9,4,5124,2699,36,0,0,0,2309,80,11.53,7.75,3.33,0.0,0.22,0.0,0.16,0.07,88.47,46.6,0.62,0.0,0.0,0.0,39.87,1.38
8382,17031838200,8382,1695,580,362,0,494,0,213,46,34.22,21.36,0.0,29.14,0.0,12.57,2.71,1695,1511,441,350,0,494,0,180,46,184,139,12,0,0,0,33,0,89.14,26.02,20.65,0.0,29.14,0.0,10.62,2.71,10.86,8.2,0.71,0.0,0.0,0.0,1.95,0.0
6503.01,17031650301,6503.01,5554,2614,88,8,0,0,2796,48,47.07,1.58,0.14,0,0,50.34,0.86,5554,1174,1086,88,0,0,0,0,0,4380,1528,0,8,0,0,2796,48,21.14,19.55,1.58,0,0,0,0,0,78.86,27.51,0,0.14,0,0,50.34,0.86
5305.03,17031530503,5305.03,5632,11,5536,0,0,0,0,85,0.2,98.3,0,0,0,0,1.51,5632,5615,2,5536,0,0,0,0,77,17,9,0,0,0,0,0,8,99.7,0.04,98.3,0,0,0,0,1.37,0.3,0.16,0,0,0,0,0,0.14
5305.01,17031530501,5305.01,5839,98,5636,0,0,0,0,105,1.68,96.52,0,0,0,0,1.8,5839,5818,93,5620,0,0,0,0,105,21,5,16,0,0,0,0,0,99.64,1.59,96.25,0,0,0,0,1.8,0.36,0.09,0.27,0,0,0,0,0
7608.03,17031760803,7608.03,6977,5777,67,0,594,0,305,234,82.8,0.96,0,8.51,0,4.37,3.35,6977,5729,4914,67,0,579,0,0,169,1248,863,0,0,15,0,305,65,82.11,70.43,0.96,0,8.3,0,0,2.42,17.89,12.37,0,0,0.21,0,4.37,0.93
5401.02,17031540102,5401.02,3311,0,3311,0,0,0,0,0,0,100,0,0,0,0,0,3311,3311,0,3311,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
5401.01,17031540101,5401.01,3509,136,3367,3,0,0,0,3,3.88,95.95,0.09,0,0,0,0.09,3509,3373,0,3367,3,0,0,0,3,136,136,0,0,0,0,0,0,96.12,0,95.95,0.09,0,0,0,0.09,3.88,3.88,0,0,0,0,0,0
4402.01,17031440201,4402.01,5323,0,5142,12,0,0,0,169,0,96.6,0.23,0,0,0,3.17,5323,5311,0,5142,0,0,0,0,169,12,0,0,12,0,0,0,0,99.77,0,96.6,0,0,0,0,3.17,0.23,0,0,0.23,0,0,0,0
8390,17031839000,8390,7405,4869,1118,10,983,0,240,185,65.75,15.1,0.14,13.27,0.0,3.24,2.5,7405,7131,4754,1110,0,983,0,99,185,274,115,8,10,0,0,141,0,96.3,64.2,14.99,0.0,13.27,0.0,1.34,2.5,3.7,1.55,0.11,0.14,0.0,0.0,1.9,0.0
8333,17031833300,8333,2336,1334,150,0,753,0,53,46,57.11,6.42,0.0,32.23,0.0,2.27,1.97,2336,2027,1111,150,0,742,0,0,24,309,223,0,0,11,0,53,22,86.77,47.56,6.42,0.0,31.76,0.0,0.0,1.03,13.23,9.55,0.0,0.0,0.47,0.0,2.27,0.94
8329,17031832900,8329,2611,1513,92,0,809,0,89,108,57.95,3.52,0.0,30.98,0.0,3.41,4.14,2611,2332,1372,92,0,797,0,16,55,279,141,0,0,12,0,73,53,89.31,52.55,3.52,0.0,30.52,0.0,0.61,2.11,10.69,5.4,0.0,0.0,0.46,0.0,2.8,2.03
8380,17031838000,8380,2758,555,1897,29,149,0,57,71,20.12,68.78,1.05,5.4,0.0,2.07,2.57,2758,2614,513,1897,0,149,0,0,55,144,42,0,29,0,0,57,16,94.78,18.6,68.78,0.0,5.4,0.0,0.0,1.99,5.22,1.52,0.0,1.05,0.0,0.0,2.07,0.58
8381,17031838100,8381,1851,478,934,41,298,0,22,78,25.82,50.46,2.22,16.1,0.0,1.19,4.21,1851,1681,435,912,0,298,0,0,36,170,43,22,41,0,0,22,42,90.82,23.5,49.27,0.0,16.1,0.0,0.0,1.94,9.18,2.32,1.19,2.22,0.0,0.0,1.19,2.27
8331,17031833100,8331,7086,4922,980,0,1009,0,57,118,69.46,13.83,0.0,14.24,0.0,0.8,1.67,7086,6831,4783,968,0,1009,0,0,71,255,139,12,0,0,0,57,47,96.4,67.5,13.66,0.0,14.24,0.0,0.0,1.0,3.6,1.96,0.17,0.0,0.0,0.0,0.8,0.66
8391,17031839100,8391,4139,2676,518,0,652,0,160,133,64.65,12.52,0.0,15.75,0.0,3.87,3.21,4139,3837,2552,518,0,652,0,14,101,302,124,0,0,0,0,146,32,92.7,61.66,12.52,0.0,15.75,0.0,0.34,2.44,7.3,3.0,0.0,0.0,0.0,0.0,3.53,0.77
306.01,17031030601,306.01,3256,1862,823,0,497,0,20,54,57.19,25.28,0,15.26,0,0.61,1.66,3256,2978,1617,790,0,497,0,20,54,278,245,33,0,0,0,0,0,91.46,49.66,24.26,0,15.26,0,0.61,1.66,8.54,7.52,1.01,0,0,0,0,0
306.04,17031030604,306.04,2796,1438,528,0,798,0,17,15,51.43,18.88,0,28.54,0,0.61,0.54,2796,2743,1396,517,0,798,0,17,15,53,42,11,0,0,0,0,0,98.1,49.93,18.49,0,28.54,0,0.61,0.54,1.9,1.5,0.39,0,0,0,0,0
307.06,17031030706,307.06,3290,1963,593,0,369,0,63,302,59.67,18.02,0,11.22,0,1.91,9.18,3290,2944,1830,593,0,369,0,0,152,346,133,0,0,0,0,63,150,89.48,55.62,18.02,0,11.22,0,0,4.62,10.52,4.04,0,0,0,0,1.91,4.56
402.01,17031040201,402.01,5895,4580,85,81,489,0,468,192,77.69,1.44,1.37,8.3,0,7.94,3.26,5895,4746,3995,85,0,489,0,0,177,1149,585,0,81,0,0,468,15,80.51,67.77,1.44,0,8.3,0,0,3,19.49,9.92,0,1.37,0,0,7.94,0.25
402.02,17031040202,402.02,6727,4029,704,0,1120,0,702,172,59.89,10.47,0,16.65,0,10.44,2.56,6727,5382,3442,690,0,1120,0,12,118,1345,587,14,0,0,0,690,54,80.01,51.17,10.26,0,16.65,0,0.18,1.75,19.99,8.73,0.21,0,0,0,10.26,0.8
208.01,17031020801,208.01,5434,3517,265,0,831,0,640,181,64.72,4.88,0,15.29,0,11.78,3.33,5434,3276,2029,235,0,831,0,0,181,2158,1488,30,0,0,0,640,0,60.29,37.34,4.32,0,15.29,0,0,3.33,39.71,27.38,0.55,0,0,0,11.78,0
207.02,17031020702,207.02,7546,3788,123,22,3010,0,386,217,50.2,1.63,0.29,39.89,0,5.12,2.88,7546,6145,2921,123,0,3010,0,0,91,1401,867,0,22,0,0,386,126,81.43,38.71,1.63,0,39.89,0,0,1.21,18.57,11.49,0,0.29,0,0,5.12,1.67
208.02,17031020802,208.02,7492,2874,723,0,2780,0,920,195,38.36,9.65,0,37.11,0,12.28,2.6,7492,5864,2181,723,0,2765,0,0,195,1628,693,0,0,15,0,920,0,78.27,29.11,9.65,0,36.91,0,0,2.6,21.73,9.25,0,0,0.2,0,12.28,0
203.01,17031020301,203.01,4990,4211,278,26,202,0,164,109,84.39,5.57,0.52,4.05,0,3.29,2.18,4990,4492,3909,278,26,202,0,8,69,498,302,0,0,0,0,156,40,90.02,78.34,5.57,0.52,4.05,0,0.16,1.38,9.98,6.05,0,0,0,0,3.13,0.8
8387,17031838700,8387,4135,69,4066,0,0,0,0,0,1.67,98.33,0.0,0.0,0.0,0.0,0.0,4135,4066,0,4066,0,0,0,0,0,69,69,0,0,0,0,0,0,98.33,0.0,98.33,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0
8415,17031841500,8415,2459,12,2381,0,0,0,45,21,0.49,96.83,0.0,0.0,0.0,1.83,0.85,2459,2405,3,2381,0,0,0,0,21,54,9,0,0,0,0,45,0,97.8,0.12,96.83,0.0,0.0,0.0,0.0,0.85,2.2,0.37,0.0,0.0,0.0,0.0,1.83,0.0
8386,17031838600,8386,1880,87,1793,0,0,0,0,0,4.63,95.37,0.0,0.0,0.0,0.0,0.0,1880,1804,18,1786,0,0,0,0,0,76,69,7,0,0,0,0,0,95.96,0.96,95.0,0.0,0.0,0.0,0.0,0.0,4.04,3.67,0.37,0.0,0.0,0.0,0.0,0.0
8373,17031837300,8373,2119,88,1973,0,27,0,21,10,4.15,93.11,0.0,1.27,0.0,0.99,0.47,2119,2041,68,1936,0,27,0,0,10,78,20,37,0,0,0,21,0,96.32,3.21,91.36,0.0,1.27,0.0,0.0,0.47,3.68,0.94,1.75,0.0,0.0,0.0,0.99,0.0
8378,17031837800,8378,2964,328,2417,0,79,0,48,92,11.07,81.55,0.0,2.67,0.0,1.62,3.1,2964,2806,267,2397,0,79,0,0,63,158,61,20,0,0,0,48,29,94.67,9.01,80.87,0.0,2.67,0.0,0.0,2.13,5.33,2.06,0.67,0.0,0.0,0.0,1.62,0.98
8374,17031837400,8374,2007,170,1825,0,12,0,0,0,8.47,90.93,0.0,0.6,0.0,0.0,0.0,2007,1998,161,1825,0,12,0,0,0,9,9,0,0,0,0,0,0,99.55,8.02,90.93,0.0,0.6,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0
8369,17031836900,8369,1614,57,1480,0,17,0,60,0,3.53,91.7,0.0,1.05,0.0,3.72,0.0,1614,1567,42,1480,0,17,0,28,0,47,15,0,0,0,0,32,0,97.09,2.6,91.7,0.0,1.05,0.0,1.73,0.0,2.91,0.93,0.0,0.0,0.0,0.0,1.98,0.0
206.01,17031020601,206.01,6939,4356,149,39,1315,0,860,220,62.78,2.15,0.56,18.95,0,12.39,3.17,6939,5320,3696,98,39,1315,0,74,98,1619,660,51,0,0,0,786,122,76.67,53.26,1.41,0.56,18.95,0,1.07,1.41,23.33,9.51,0.73,0,0,0,11.33,1.76
206.02,17031020602,206.02,4057,1470,397,0,1456,0,584,150,36.23,9.79,0,35.89,0,14.39,3.7,4057,2860,972,390,0,1456,0,0,42,1197,498,7,0,0,0,584,108,70.5,23.96,9.61,0,35.89,0,0,1.04,29.5,12.28,0.17,0,0,0,14.39,2.66
203.02,17031020302,203.02,4445,3164,310,0,529,0,234,208,71.18,6.97,0,11.9,0,5.26,4.68,4445,3736,2729,310,0,529,0,0,168,709,435,0,0,0,0,234,40,84.05,61.39,6.97,0,11.9,0,0,3.78,15.95,9.79,0,0,0,0,5.26,0.9
209.02,17031020902,209.02,4482,2454,824,7,962,0,220,15,54.75,18.38,0.16,21.46,0,4.91,0.33,4482,3886,2078,824,7,962,0,0,15,596,376,0,0,0,0,220,0,86.7,46.36,18.38,0.16,21.46,0,0,0.33,13.3,8.39,0,0,0,0,4.91,0
107.01,17031010701,107.01,4066,2356,717,0,87,0,704,202,57.94,17.63,0,2.14,0,17.31,4.97,4066,2336,1388,685,0,87,0,12,164,1730,968,32,0,0,0,692,38,57.45,34.14,16.85,0,2.14,0,0.3,4.03,42.55,23.81,0.79,0,0,0,17.02,0.93
301.03,17031030103,301.03,1881,1250,415,0,139,0,69,8,66.45,22.06,0,7.39,0,3.67,0.43,1881,1612,1050,415,0,139,0,0,8,269,200,0,0,0,0,69,0,85.7,55.82,22.06,0,7.39,0,0,0.43,14.3,10.63,0,0,0,0,3.67,0
301.02,17031030102,301.02,3139,1715,758,43,421,0,61,141,54.64,24.15,1.37,13.41,0,1.94,4.49,3139,2754,1450,758,43,402,0,0,101,385,265,0,0,19,0,61,40,87.73,46.19,24.15,1.37,12.81,0,0,3.22,12.27,8.44,0,0,0.61,0,1.94,1.27
105.02,17031010502,105.02,4098,2423,606,34,638,0,222,175,59.13,14.79,0.83,15.57,0,5.42,4.27,4098,3508,2197,549,0,638,0,0,124,590,226,57,34,0,0,222,51,85.6,53.61,13.4,0,15.57,0,0,3.03,14.4,5.51,1.39,0.83,0,0,5.42,1.24
105.03,17031010503,105.03,2098,1467,243,0,315,0,12,61,69.92,11.58,0,15.01,0,0.57,2.91,2098,1811,1218,217,0,315,0,0,61,287,249,26,0,0,0,12,0,86.32,58.06,10.34,0,15.01,0,0,2.91,13.68,11.87,1.24,0,0,0,0.57,0
107.02,17031010702,107.02,5789,2892,1236,0,158,0,1379,124,49.96,21.35,0,2.73,0,23.82,2.14,5789,2741,1274,1236,0,158,0,0,73,3048,1618,0,0,0,0,1379,51,47.35,22.01,21.35,0,2.73,0,0,1.26,52.65,27.95,0,0,0,0,23.82,0.88
8371,17031837100,8371,1991,191,1740,0,27,0,8,25,9.59,87.39,0.0,1.36,0.0,0.4,1.26,1991,1959,167,1740,0,27,0,0,25,32,24,0,0,0,0,8,0,98.39,8.39,87.39,0.0,1.36,0.0,0.0,1.26,1.61,1.21,0.0,0.0,0.0,0.0,0.4,0.0
